Hour,Load (kW),Load (%),PV
1,954,0.53,0
2,940,0.52,0
3,907,0.5,0
4,930,0.52,0
5,946,0.53,0
6,924,0.51,0
7,997,0.55,0
8,1200,0.67,0.267
9,1597,0.89,0.415
10,1721,0.96,0.508
11,1686,0.94,0.55
12,1600,0.89,0.563
13,1750,0.97,0.488
14,1800,1,0.397
15,1760,0.98,0.247
16,1710,0.95,0.098
17,1477,0.82,0.002
18,1450,0.81,0
19,1500,0.83,0
20,1620,0.9,0
21,1550,0.86,0
22,1120,0.62,0
23,1050,0.58,0
24,1030,0.57,0
25,954,0.53,0
26,940,0.52,0
27,907,0.5,0
28,930,0.52,0
29,946,0.53,0
30,924,0.51,0.029
31,997,0.55,0.192
32,1200,0.67,0.351
33,1597,0.89,0.469
34,1721,0.96,0.553
35,1686,0.94,0.582
36,1600,0.89,0.592
37,1750,0.97,0.545
38,1800,1,0.464
39,1760,0.98,0.308
40,1710,0.95,0.135
41,1477,0.82,0.005
42,1450,0.81,0
43,1500,0.83,0
44,1620,0.9,0
45,1550,0.86,0
46,1120,0.62,0
47,1050,0.58,0
48,1030,0.57,0
49,954,0.53,0
50,940,0.52,0
51,907,0.5,0
52,930,0.52,0
53,946,0.53,0
54,924,0.51,0.035
55,997,0.55,0.23
56,1200,0.67,0.42
57,1597,0.89,0.562
58,1721,0.96,0.647
59,1686,0.94,0.684
60,1600,0.89,0.667
61,1750,0.97,0.592
62,1800,1,0.491
63,1760,0.98,0.311
64,1710,0.95,0.132
65,1477,0.82,0.004
66,1450,0.81,0
67,1500,0.83,0
68,1620,0.9,0
69,1550,0.86,0
70,1120,0.62,0
71,1050,0.58,0
72,1030,0.57,0
73,954,0.53,0
74,940,0.52,0
75,907,0.5,0
76,930,0.52,0
77,946,0.53,0
78,924,0.51,0.018
79,997,0.55,0.137
80,1200,0.67,0.279
81,1597,0.89,0.419
82,1721,0.96,0.489
83,1686,0.94,0.508
84,1600,0.89,0.509
85,1750,0.97,0.444
86,1800,1,0.367
87,1760,0.98,0.238
88,1710,0.95,0.105
89,1477,0.82,0.003
90,1450,0.81,0
91,1500,0.83,0
92,1620,0.9,0
93,1550,0.86,0
94,1120,0.62,0
95,1050,0.58,0
96,1030,0.57,0
97,954,0.53,0
98,940,0.52,0
99,907,0.5,0
100,930,0.52,0
101,946,0.53,0
102,924,0.51,0.024
103,997,0.55,0.188
104,1200,0.67,0.369
105,1597,0.89,0.508
106,1721,0.96,0.601
107,1686,0.94,0.638
108,1600,0.89,0.617
109,1750,0.97,0.569
110,1800,1,0.456
111,1760,0.98,0.313
112,1710,0.95,0.113
113,1477,0.82,0.003
114,1450,0.81,0
115,1500,0.83,0
116,1620,0.9,0
117,1550,0.86,0
118,1120,0.62,0
119,1050,0.58,0
120,1030,0.57,0
121,954,0.53,0
122,940,0.52,0
123,907,0.5,0
124,930,0.52,0
125,946,0.53,0
126,924,0.51,0.034
127,997,0.55,0.211
128,1200,0.67,0.408
129,1597,0.89,0.551
130,1721,0.96,0.636
131,1686,0.94,0.613
132,1600,0.89,0.612
133,1750,0.97,0.537
134,1800,1,0.454
135,1760,0.98,0.302
136,1710,0.95,0.137
137,1477,0.82,0.004
138,1450,0.81,0
139,1500,0.83,0
140,1620,0.9,0
141,1550,0.86,0
142,1120,0.62,0
143,1050,0.58,0
144,1030,0.57,0
145,954,0.53,0
146,940,0.52,0
147,907,0.5,0
148,930,0.52,0
149,946,0.53,0
150,924,0.51,0.032
151,997,0.55,0.222
152,1200,0.67,0.41
153,1597,0.89,0.551
154,1721,0.96,0.641
155,1686,0.94,0.681
156,1600,0.89,0.636
157,1750,0.97,0.571
158,1800,1,0.427
159,1760,0.98,0.289
160,1710,0.95,0.107
161,1477,0.82,0.002
162,1450,0.81,0
163,1500,0.83,0
164,1620,0.9,0
165,1550,0.86,0
166,1120,0.62,0
167,1050,0.58,0
168,1030,0.57,0
169,954,0.53,0
170,940,0.52,0
171,907,0.5,0
172,930,0.52,0
173,946,0.53,0
174,924,0.51,0.023
175,997,0.55,0.168
176,1200,0.67,0.323
177,1597,0.89,0.42
178,1721,0.96,0.428
179,1686,0.94,0.408
180,1600,0.89,0.382
181,1750,0.97,0.356
182,1800,1,0.295
183,1760,0.98,0.213
184,1710,0.95,0.095
185,1477,0.82,0.004
186,1450,0.81,0
187,1500,0.83,0
188,1620,0.9,0
189,1550,0.86,0
190,1120,0.62,0
191,1050,0.58,0
192,1030,0.57,0
193,954,0.53,0
194,940,0.52,0
195,907,0.5,0
196,930,0.52,0
197,946,0.53,0
198,924,0.51,0.024
199,997,0.55,0.168
200,1200,0.67,0.341
201,1597,0.89,0.493
202,1721,0.96,0.613
203,1686,0.94,0.663
204,1600,0.89,0.63
205,1750,0.97,0.573
206,1800,1,0.47
207,1760,0.98,0.319
208,1710,0.95,0.123
209,1477,0.82,0.003
210,1450,0.81,0
211,1500,0.83,0
212,1620,0.9,0
213,1550,0.86,0
214,1120,0.62,0
215,1050,0.58,0
216,1030,0.57,0
217,954,0.53,0
218,940,0.52,0
219,907,0.5,0
220,930,0.52,0
221,946,0.53,0
222,924,0.51,0.017
223,997,0.55,0.141
224,1200,0.67,0.337
225,1597,0.89,0.522
226,1721,0.96,0.622
227,1686,0.94,0.674
228,1600,0.89,0.673
229,1750,0.97,0.619
230,1800,1,0.511
231,1760,0.98,0.353
232,1710,0.95,0.15
233,1477,0.82,0.005
234,1450,0.81,0
235,1500,0.83,0
236,1620,0.9,0
237,1550,0.86,0
238,1120,0.62,0
239,1050,0.58,0
240,1030,0.57,0
241,954,0.53,0
242,940,0.52,0
243,907,0.5,0
244,930,0.52,0
245,946,0.53,0
246,924,0.51,0.025
247,997,0.55,0.178
248,1200,0.67,0.34
249,1597,0.89,0.489
250,1721,0.96,0.591
251,1686,0.94,0.651
252,1600,0.89,0.578
253,1750,0.97,0.399
254,1800,1,0.256
255,1760,0.98,0.152
256,1710,0.95,0.057
257,1477,0.82,0.001
258,1450,0.81,0
259,1500,0.83,0
260,1620,0.9,0
261,1550,0.86,0
262,1120,0.62,0
263,1050,0.58,0
264,1030,0.57,0
265,954,0.53,0
266,940,0.52,0
267,907,0.5,0
268,930,0.52,0
269,946,0.53,0
270,924,0.51,0.006
271,997,0.55,0.065
272,1200,0.67,0.146
273,1597,0.89,0.224
274,1721,0.96,0.314
275,1686,0.94,0.354
276,1600,0.89,0.305
277,1750,0.97,0.263
278,1800,1,0.228
279,1760,0.98,0.161
280,1710,0.95,0.05
281,1477,0.82,0
282,1450,0.81,0
283,1500,0.83,0
284,1620,0.9,0
285,1550,0.86,0
286,1120,0.62,0
287,1050,0.58,0
288,1030,0.57,0
289,954,0.53,0
290,940,0.52,0
291,907,0.5,0
292,930,0.52,0
293,946,0.53,0
294,924,0.51,0.004
295,997,0.55,0.048
296,1200,0.67,0.116
297,1597,0.89,0.211
298,1721,0.96,0.298
299,1686,0.94,0.298
300,1600,0.89,0.246
301,1750,0.97,0.181
302,1800,1,0.136
303,1760,0.98,0.081
304,1710,0.95,0.028
305,1477,0.82,0
306,1450,0.81,0
307,1500,0.83,0
308,1620,0.9,0
309,1550,0.86,0
310,1120,0.62,0
311,1050,0.58,0
312,1030,0.57,0
313,954,0.53,0
314,940,0.52,0
315,907,0.5,0
316,930,0.52,0
317,946,0.53,0
318,924,0.51,0.004
319,997,0.55,0.066
320,1200,0.67,0.162
321,1597,0.89,0.222
322,1721,0.96,0.277
323,1686,0.94,0.297
324,1600,0.89,0.266
325,1750,0.97,0.226
326,1800,1,0.18
327,1760,0.98,0.114
328,1710,0.95,0.052
329,1477,0.82,0.002
330,1450,0.81,0
331,1500,0.83,0
332,1620,0.9,0
333,1550,0.86,0
334,1120,0.62,0
335,1050,0.58,0
336,1030,0.57,0
337,954,0.53,0
338,940,0.52,0
339,907,0.5,0
340,930,0.52,0
341,946,0.53,0
342,924,0.51,0.02
343,997,0.55,0.136
344,1200,0.67,0.237
345,1597,0.89,0.295
346,1721,0.96,0.359
347,1686,0.94,0.44
348,1600,0.89,0.472
349,1750,0.97,0.443
350,1800,1,0.364
351,1760,0.98,0.222
352,1710,0.95,0.086
353,1477,0.82,0.002
354,1450,0.81,0
355,1500,0.83,0
356,1620,0.9,0
357,1550,0.86,0
358,1120,0.62,0
359,1050,0.58,0
360,1030,0.57,0
361,954,0.53,0
362,940,0.52,0
363,907,0.5,0
364,930,0.52,0
365,946,0.53,0
366,924,0.51,0.012
367,997,0.55,0.137
368,1200,0.67,0.338
369,1597,0.89,0.465
370,1721,0.96,0.448
371,1686,0.94,0.5
372,1600,0.89,0.515
373,1750,0.97,0.432
374,1800,1,0.298
375,1760,0.98,0.16
376,1710,0.95,0.05
377,1477,0.82,0
378,1450,0.81,0
379,1500,0.83,0
380,1620,0.9,0
381,1550,0.86,0
382,1120,0.62,0
383,1050,0.58,0
384,1030,0.57,0
385,954,0.53,0
386,940,0.52,0
387,907,0.5,0
388,930,0.52,0
389,946,0.53,0
390,924,0.51,0.019
391,997,0.55,0.164
392,1200,0.67,0.341
393,1597,0.89,0.467
394,1721,0.96,0.53
395,1686,0.94,0.559
396,1600,0.89,0.503
397,1750,0.97,0.395
398,1800,1,0.271
399,1760,0.98,0.144
400,1710,0.95,0.05
401,1477,0.82,0.001
402,1450,0.81,0
403,1500,0.83,0
404,1620,0.9,0
405,1550,0.86,0
406,1120,0.62,0
407,1050,0.58,0
408,1030,0.57,0
409,954,0.53,0
410,940,0.52,0
411,907,0.5,0
412,930,0.52,0
413,946,0.53,0
414,924,0.51,0.017
415,997,0.55,0.124
416,1200,0.67,0.273
417,1597,0.89,0.409
418,1721,0.96,0.506
419,1686,0.94,0.571
420,1600,0.89,0.492
421,1750,0.97,0.348
422,1800,1,0.21
423,1760,0.98,0.113
424,1710,0.95,0.043
425,1477,0.82,0.001
426,1450,0.81,0
427,1500,0.83,0
428,1620,0.9,0
429,1550,0.86,0
430,1120,0.62,0
431,1050,0.58,0
432,1030,0.57,0
433,954,0.53,0
434,940,0.52,0
435,907,0.5,0
436,930,0.52,0
437,946,0.53,0
438,924,0.51,0.022
439,997,0.55,0.156
440,1200,0.67,0.313
441,1597,0.89,0.434
442,1721,0.96,0.519
443,1686,0.94,0.56
444,1600,0.89,0.558
445,1750,0.97,0.504
446,1800,1,0.423
447,1760,0.98,0.289
448,1710,0.95,0.119
449,1477,0.82,0.004
450,1450,0.81,0
451,1500,0.83,0
452,1620,0.9,0
453,1550,0.86,0
454,1120,0.62,0
455,1050,0.58,0
456,1030,0.57,0
457,954,0.53,0
458,940,0.52,0
459,907,0.5,0
460,930,0.52,0
461,946,0.53,0
462,924,0.51,0.012
463,997,0.55,0.111
464,1200,0.67,0.262
465,1597,0.89,0.45
466,1721,0.96,0.619
467,1686,0.94,0.699
468,1600,0.89,0.65
469,1750,0.97,0.559
470,1800,1,0.419
471,1760,0.98,0.261
472,1710,0.95,0.101
473,1477,0.82,0.004
474,1450,0.81,0
475,1500,0.83,0
476,1620,0.9,0
477,1550,0.86,0
478,1120,0.62,0
479,1050,0.58,0
480,1030,0.57,0
481,954,0.53,0
482,940,0.52,0
483,907,0.5,0
484,930,0.52,0
485,946,0.53,0
486,924,0.51,0.021
487,997,0.55,0.146
488,1200,0.67,0.259
489,1597,0.89,0.324
490,1721,0.96,0.359
491,1686,0.94,0.372
492,1600,0.89,0.361
493,1750,0.97,0.335
494,1800,1,0.27
495,1760,0.98,0.179
496,1710,0.95,0.081
497,1477,0.82,0.003
498,1450,0.81,0
499,1500,0.83,0
500,1620,0.9,0
501,1550,0.86,0
502,1120,0.62,0
503,1050,0.58,0
504,1030,0.57,0
505,954,0.53,0
506,940,0.52,0
507,907,0.5,0
508,930,0.52,0
509,946,0.53,0
510,924,0.51,0.012
511,997,0.55,0.096
512,1200,0.67,0.208
513,1597,0.89,0.316
514,1721,0.96,0.414
515,1686,0.94,0.512
516,1600,0.89,0.57
517,1750,0.97,0.577
518,1800,1,0.472
519,1760,0.98,0.311
520,1710,0.95,0.13
521,1477,0.82,0.005
522,1450,0.81,0
523,1500,0.83,0
524,1620,0.9,0
525,1550,0.86,0
526,1120,0.62,0
527,1050,0.58,0
528,1030,0.57,0
529,954,0.53,0
530,940,0.52,0
531,907,0.5,0
532,930,0.52,0
533,946,0.53,0
534,924,0.51,0.023
535,997,0.55,0.171
536,1200,0.67,0.35
537,1597,0.89,0.473
538,1721,0.96,0.536
539,1686,0.94,0.566
540,1600,0.89,0.514
541,1750,0.97,0.462
542,1800,1,0.397
543,1760,0.98,0.268
544,1710,0.95,0.115
545,1477,0.82,0.005
546,1450,0.81,0
547,1500,0.83,0
548,1620,0.9,0
549,1550,0.86,0
550,1120,0.62,0
551,1050,0.58,0
552,1030,0.57,0
553,954,0.53,0
554,940,0.52,0
555,907,0.5,0
556,930,0.52,0
557,946,0.53,0
558,924,0.51,0.028
559,997,0.55,0.201
560,1200,0.67,0.413
561,1597,0.89,0.56
562,1721,0.96,0.634
563,1686,0.94,0.655
564,1600,0.89,0.598
565,1750,0.97,0.488
566,1800,1,0.355
567,1760,0.98,0.22
568,1710,0.95,0.075
569,1477,0.82,0.002
570,1450,0.81,0
571,1500,0.83,0
572,1620,0.9,0
573,1550,0.86,0
574,1120,0.62,0
575,1050,0.58,0
576,1030,0.57,0
577,954,0.53,0
578,940,0.52,0
579,907,0.5,0
580,930,0.52,0
581,946,0.53,0
582,924,0.51,0.031
583,997,0.55,0.213
584,1200,0.67,0.417
585,1597,0.89,0.567
586,1721,0.96,0.675
587,1686,0.94,0.703
588,1600,0.89,0.695
589,1750,0.97,0.638
590,1800,1,0.549
591,1760,0.98,0.386
592,1710,0.95,0.185
593,1477,0.82,0.012
594,1450,0.81,0
595,1500,0.83,0
596,1620,0.9,0
597,1550,0.86,0
598,1120,0.62,0
599,1050,0.58,0
600,1030,0.57,0
601,954,0.53,0
602,940,0.52,0
603,907,0.5,0
604,930,0.52,0
605,946,0.53,0
606,924,0.51,0.046
607,997,0.55,0.258
608,1200,0.67,0.44
609,1597,0.89,0.547
610,1721,0.96,0.581
611,1686,0.94,0.598
612,1600,0.89,0.552
613,1750,0.97,0.43
614,1800,1,0.303
615,1760,0.98,0.2
616,1710,0.95,0.086
617,1477,0.82,0.003
618,1450,0.81,0
619,1500,0.83,0
620,1620,0.9,0
621,1550,0.86,0
622,1120,0.62,0
623,1050,0.58,0
624,1030,0.57,0
625,954,0.53,0
626,940,0.52,0
627,907,0.5,0
628,930,0.52,0
629,946,0.53,0
630,924,0.51,0.029
631,997,0.55,0.195
632,1200,0.67,0.4
633,1597,0.89,0.575
634,1721,0.96,0.682
635,1686,0.94,0.731
636,1600,0.89,0.723
637,1750,0.97,0.67
638,1800,1,0.553
639,1760,0.98,0.381
640,1710,0.95,0.165
641,1477,0.82,0.009
642,1450,0.81,0
643,1500,0.83,0
644,1620,0.9,0
645,1550,0.86,0
646,1120,0.62,0
647,1050,0.58,0
648,1030,0.57,0
649,954,0.53,0
650,940,0.52,0
651,907,0.5,0
652,930,0.52,0
653,946,0.53,0
654,924,0.51,0.045
655,997,0.55,0.271
656,1200,0.67,0.473
657,1597,0.89,0.613
658,1721,0.96,0.698
659,1686,0.94,0.734
660,1600,0.89,0.71
661,1750,0.97,0.604
662,1800,1,0.453
663,1760,0.98,0.312
664,1710,0.95,0.142
665,1477,0.82,0.008
666,1450,0.81,0
667,1500,0.83,0
668,1620,0.9,0
669,1550,0.86,0
670,1120,0.62,0
671,1050,0.58,0
672,1030,0.57,0
673,954,0.53,0
674,940,0.52,0
675,907,0.5,0
676,930,0.52,0
677,946,0.53,0
678,924,0.51,0.049
679,997,0.55,0.261
680,1200,0.67,0.452
681,1597,0.89,0.592
682,1721,0.96,0.684
683,1686,0.94,0.73
684,1600,0.89,0.724
685,1750,0.97,0.663
686,1800,1,0.554
687,1760,0.98,0.383
688,1710,0.95,0.168
689,1477,0.82,0.01
690,1450,0.81,0
691,1500,0.83,0
692,1620,0.9,0
693,1550,0.86,0
694,1120,0.62,0
695,1050,0.58,0
696,1030,0.57,0
697,954,0.53,0
698,940,0.52,0
699,907,0.5,0
700,930,0.52,0
701,946,0.53,0
702,924,0.51,0.035
703,997,0.55,0.225
704,1200,0.67,0.438
705,1597,0.89,0.597
706,1721,0.96,0.695
707,1686,0.94,0.729
708,1600,0.89,0.71
709,1750,0.97,0.657
710,1800,1,0.553
711,1760,0.98,0.369
712,1710,0.95,0.169
713,1477,0.82,0.014
714,1450,0.81,0
715,1500,0.83,0
716,1620,0.9,0
717,1550,0.86,0
718,1120,0.62,0
719,1050,0.58,0
720,1030,0.57,0
721,954,0.53,0
722,940,0.52,0
723,907,0.5,0
724,930,0.52,0
725,946,0.53,0
726,924,0.51,0.023
727,997,0.55,0.191
728,1200,0.67,0.409
729,1597,0.89,0.587
730,1721,0.96,0.676
731,1686,0.94,0.675
732,1600,0.89,0.592
733,1750,0.97,0.507
734,1800,1,0.383
735,1760,0.98,0.234
736,1710,0.95,0.089
737,1477,0.82,0.004
738,1450,0.81,0
739,1500,0.83,0
740,1620,0.9,0
741,1550,0.86,0
742,1120,0.62,0
743,1050,0.58,0
744,1030,0.57,0
745,954,0.53,0
746,940,0.52,0
747,907,0.5,0
748,930,0.52,0
749,946,0.53,0
750,924,0.51,0.016
751,997,0.55,0.098
752,1200,0.67,0.149
753,1597,0.89,0.16
754,1721,0.96,0.214
755,1686,0.94,0.236
756,1600,0.89,0.202
757,1750,0.97,0.164
758,1800,1,0.124
759,1760,0.98,0.072
760,1710,0.95,0.031
761,1477,0.82,0
762,1450,0.81,0
763,1500,0.83,0
764,1620,0.9,0
765,1550,0.86,0
766,1120,0.62,0
767,1050,0.58,0
768,1030,0.57,0
769,954,0.53,0
770,940,0.52,0
771,907,0.5,0
772,930,0.52,0
773,946,0.53,0
774,924,0.51,0.034
775,997,0.55,0.183
776,1200,0.67,0.337
777,1597,0.89,0.458
778,1721,0.96,0.543
779,1686,0.94,0.594
780,1600,0.89,0.584
781,1750,0.97,0.529
782,1800,1,0.428
783,1760,0.98,0.295
784,1710,0.95,0.139
785,1477,0.82,0.009
786,1450,0.81,0
787,1500,0.83,0
788,1620,0.9,0
789,1550,0.86,0
790,1120,0.62,0
791,1050,0.58,0
792,1030,0.57,0
793,954,0.53,0
794,940,0.52,0
795,907,0.5,0
796,930,0.52,0
797,946,0.53,0
798,924,0.51,0.05
799,997,0.55,0.26
800,1200,0.67,0.456
801,1597,0.89,0.605
802,1721,0.96,0.684
803,1686,0.94,0.719
804,1600,0.89,0.71
805,1750,0.97,0.657
806,1800,1,0.53
807,1760,0.98,0.377
808,1710,0.95,0.177
809,1477,0.82,0.013
810,1450,0.81,0
811,1500,0.83,0
812,1620,0.9,0
813,1550,0.86,0
814,1120,0.62,0
815,1050,0.58,0
816,1030,0.57,0
817,954,0.53,0
818,940,0.52,0
819,907,0.5,0
820,930,0.52,0
821,946,0.53,0
822,924,0.51,0.05
823,997,0.55,0.263
824,1200,0.67,0.455
825,1597,0.89,0.601
826,1721,0.96,0.692
827,1686,0.94,0.735
828,1600,0.89,0.71
829,1750,0.97,0.658
830,1800,1,0.555
831,1760,0.98,0.405
832,1710,0.95,0.199
833,1477,0.82,0.016
834,1450,0.81,0
835,1500,0.83,0
836,1620,0.9,0
837,1550,0.86,0
838,1120,0.62,0
839,1050,0.58,0
840,1030,0.57,0
841,954,0.53,0
842,940,0.52,0
843,907,0.5,0
844,930,0.52,0
845,946,0.53,0
846,924,0.51,0.06
847,997,0.55,0.278
848,1200,0.67,0.471
849,1597,0.89,0.61
850,1721,0.96,0.691
851,1686,0.94,0.72
852,1600,0.89,0.708
853,1750,0.97,0.648
854,1800,1,0.545
855,1760,0.98,0.391
856,1710,0.95,0.183
857,1477,0.82,0.014
858,1450,0.81,0
859,1500,0.83,0
860,1620,0.9,0
861,1550,0.86,0
862,1120,0.62,0
863,1050,0.58,0
864,1030,0.57,0
865,954,0.53,0
866,940,0.52,0
867,907,0.5,0
868,930,0.52,0
869,946,0.53,0
870,924,0.51,0.058
871,997,0.55,0.279
872,1200,0.67,0.47
873,1597,0.89,0.614
874,1721,0.96,0.7
875,1686,0.94,0.744
876,1600,0.89,0.736
877,1750,0.97,0.681
878,1800,1,0.576
879,1760,0.98,0.414
880,1710,0.95,0.204
881,1477,0.82,0.017
882,1450,0.81,0
883,1500,0.83,0
884,1620,0.9,0
885,1550,0.86,0
886,1120,0.62,0
887,1050,0.58,0
888,1030,0.57,0
889,954,0.53,0
890,940,0.52,0
891,907,0.5,0
892,930,0.52,0
893,946,0.53,0
894,924,0.51,0.051
895,997,0.55,0.253
896,1200,0.67,0.442
897,1597,0.89,0.595
898,1721,0.96,0.698
899,1686,0.94,0.741
900,1600,0.89,0.734
901,1750,0.97,0.68
902,1800,1,0.574
903,1760,0.98,0.414
904,1710,0.95,0.203
905,1477,0.82,0.017
906,1450,0.81,0
907,1500,0.83,0
908,1620,0.9,0
909,1550,0.86,0
910,1120,0.62,0
911,1050,0.58,0
912,1030,0.57,0
913,954,0.53,0
914,940,0.52,0
915,907,0.5,0
916,930,0.52,0
917,946,0.53,0
918,924,0.51,0.05
919,997,0.55,0.247
920,1200,0.67,0.43
921,1597,0.89,0.585
922,1721,0.96,0.682
923,1686,0.94,0.723
924,1600,0.89,0.715
925,1750,0.97,0.66
926,1800,1,0.548
927,1760,0.98,0.363
928,1710,0.95,0.168
929,1477,0.82,0.013
930,1450,0.81,0
931,1500,0.83,0
932,1620,0.9,0
933,1550,0.86,0
934,1120,0.62,0
935,1050,0.58,0
936,1030,0.57,0
937,954,0.53,0
938,940,0.52,0
939,907,0.5,0
940,930,0.52,0
941,946,0.53,0
942,924,0.51,0.032
943,997,0.55,0.169
944,1200,0.67,0.314
945,1597,0.89,0.451
946,1721,0.96,0.55
947,1686,0.94,0.591
948,1600,0.89,0.626
949,1750,0.97,0.582
950,1800,1,0.464
951,1760,0.98,0.31
952,1710,0.95,0.134
953,1477,0.82,0.009
954,1450,0.81,0
955,1500,0.83,0
956,1620,0.9,0
957,1550,0.86,0
958,1120,0.62,0
959,1050,0.58,0
960,1030,0.57,0
961,954,0.53,0
962,940,0.52,0
963,907,0.5,0
964,930,0.52,0
965,946,0.53,0
966,924,0.51,0.044
967,997,0.55,0.231
968,1200,0.67,0.381
969,1597,0.89,0.448
970,1721,0.96,0.462
971,1686,0.94,0.462
972,1600,0.89,0.472
973,1750,0.97,0.455
974,1800,1,0.415
975,1760,0.98,0.312
976,1710,0.95,0.143
977,1477,0.82,0.01
978,1450,0.81,0
979,1500,0.83,0
980,1620,0.9,0
981,1550,0.86,0
982,1120,0.62,0
983,1050,0.58,0
984,1030,0.57,0
985,954,0.53,0
986,940,0.52,0
987,907,0.5,0
988,930,0.52,0
989,946,0.53,0
990,924,0.51,0.029
991,997,0.55,0.181
992,1200,0.67,0.36
993,1597,0.89,0.49
994,1721,0.96,0.525
995,1686,0.94,0.529
996,1600,0.89,0.482
997,1750,0.97,0.419
998,1800,1,0.343
999,1760,0.98,0.228
1000,1710,0.95,0.095
1001,1477,0.82,0.006
1002,1450,0.81,0
1003,1500,0.83,0
1004,1620,0.9,0
1005,1550,0.86,0
1006,1120,0.62,0
1007,1050,0.58,0
1008,1030,0.57,0
1009,954,0.53,0
1010,940,0.52,0
1011,907,0.5,0
1012,930,0.52,0
1013,946,0.53,0
1014,924,0.51,0.031
1015,997,0.55,0.19
1016,1200,0.67,0.378
1017,1597,0.89,0.523
1018,1721,0.96,0.62
1019,1686,0.94,0.654
1020,1600,0.89,0.614
1021,1750,0.97,0.538
1022,1800,1,0.43
1023,1760,0.98,0.283
1024,1710,0.95,0.126
1025,1477,0.82,0.009
1026,1450,0.81,0
1027,1500,0.83,0
1028,1620,0.9,0
1029,1550,0.86,0
1030,1120,0.62,0
1031,1050,0.58,0
1032,1030,0.57,0
1033,954,0.53,0
1034,940,0.52,0
1035,907,0.5,0
1036,930,0.52,0
1037,946,0.53,0
1038,924,0.51,0.037
1039,997,0.55,0.204
1040,1200,0.67,0.376
1041,1597,0.89,0.517
1042,1721,0.96,0.61
1043,1686,0.94,0.641
1044,1600,0.89,0.612
1045,1750,0.97,0.539
1046,1800,1,0.429
1047,1760,0.98,0.293
1048,1710,0.95,0.144
1049,1477,0.82,0.011
1050,1450,0.81,0
1051,1500,0.83,0
1052,1620,0.9,0
1053,1550,0.86,0
1054,1120,0.62,0
1055,1050,0.58,0
1056,1030,0.57,0
1057,954,0.53,0
1058,940,0.52,0
1059,907,0.5,0
1060,930,0.52,0
1061,946,0.53,0
1062,924,0.51,0.05
1063,997,0.55,0.252
1064,1200,0.67,0.459
1065,1597,0.89,0.618
1066,1721,0.96,0.72
1067,1686,0.94,0.761
1068,1600,0.89,0.752
1069,1750,0.97,0.694
1070,1800,1,0.583
1071,1760,0.98,0.42
1072,1710,0.95,0.21
1073,1477,0.82,0.021
1074,1450,0.81,0
1075,1500,0.83,0
1076,1620,0.9,0
1077,1550,0.86,0
1078,1120,0.62,0
1079,1050,0.58,0
1080,1030,0.57,0
1081,954,0.53,0
1082,940,0.52,0
1083,907,0.5,0
1084,930,0.52,0
1085,946,0.53,0
1086,924,0.51,0.066
1087,997,0.55,0.294
1088,1200,0.67,0.492
1089,1597,0.89,0.638
1090,1721,0.96,0.73
1091,1686,0.94,0.773
1092,1600,0.89,0.764
1093,1750,0.97,0.704
1094,1800,1,0.59
1095,1760,0.98,0.42
1096,1710,0.95,0.199
1097,1477,0.82,0.016
1098,1450,0.81,0
1099,1500,0.83,0
1100,1620,0.9,0
1101,1550,0.86,0
1102,1120,0.62,0
1103,1050,0.58,0
1104,1030,0.57,0
1105,954,0.53,0
1106,940,0.52,0
1107,907,0.5,0
1108,930,0.52,0
1109,946,0.53,0
1110,924,0.51,0.069
1111,997,0.55,0.294
1112,1200,0.67,0.486
1113,1597,0.89,0.629
1114,1721,0.96,0.721
1115,1686,0.94,0.759
1116,1600,0.89,0.75
1117,1750,0.97,0.676
1118,1800,1,0.553
1119,1760,0.98,0.392
1120,1710,0.95,0.189
1121,1477,0.82,0.016
1122,1450,0.81,0
1123,1500,0.83,0
1124,1620,0.9,0
1125,1550,0.86,0
1126,1120,0.62,0
1127,1050,0.58,0
1128,1030,0.57,0
1129,954,0.53,0
1130,940,0.52,0
1131,907,0.5,0
1132,930,0.52,0
1133,946,0.53,0
1134,924,0.51,0.055
1135,997,0.55,0.27
1136,1200,0.67,0.471
1137,1597,0.89,0.621
1138,1721,0.96,0.714
1139,1686,0.94,0.754
1140,1600,0.89,0.737
1141,1750,0.97,0.684
1142,1800,1,0.569
1143,1760,0.98,0.404
1144,1710,0.95,0.195
1145,1477,0.82,0.018
1146,1450,0.81,0
1147,1500,0.83,0
1148,1620,0.9,0
1149,1550,0.86,0
1150,1120,0.62,0
1151,1050,0.58,0
1152,1030,0.57,0
1153,954,0.53,0
1154,940,0.52,0
1155,907,0.5,0
1156,930,0.52,0
1157,946,0.53,0
1158,924,0.51,0.067
1159,997,0.55,0.285
1160,1200,0.67,0.482
1161,1597,0.89,0.633
1162,1721,0.96,0.728
1163,1686,0.94,0.772
1164,1600,0.89,0.764
1165,1750,0.97,0.705
1166,1800,1,0.595
1167,1760,0.98,0.431
1168,1710,0.95,0.22
1169,1477,0.82,0.023
1170,1450,0.81,0
1171,1500,0.83,0
1172,1620,0.9,0
1173,1550,0.86,0
1174,1120,0.62,0
1175,1050,0.58,0
1176,1030,0.57,0
1177,954,0.53,0
1178,940,0.52,0
1179,907,0.5,0
1180,930,0.52,0
1181,946,0.53,0
1182,924,0.51,0.073
1183,997,0.55,0.297
1184,1200,0.67,0.493
1185,1597,0.89,0.635
1186,1721,0.96,0.729
1187,1686,0.94,0.767
